"source";"Act. GI Day";"Actual delivery date";"BG  booked";"BG  booked2";"Calendar Day";"Carrier";"Carrier2";"Company Code";"Company Code2";"Core Business Indicator";"Core Business Indicator2";"Country ship-to";"Country ship-to2";"Country sold-to";"Country sold-to2";"Created on";"Cust Hier1";"Cust Hier12";"Cust Hier2";"Cust Hier22";"Cust Hier3";"Cust Hier32";"Customer Channel";"Customer Channel2";"Customer Cluster";"Customer Cluster2";"Delivery date plann.";"Delivery plant";"Delivery plant2";"Document currency";"Document currency2";"Exchange rate effect";"Extern. Sales Office";"Extern. Sales Office2";"FI-ML0";"FI-ML02";"Fiscal year/period";"Fiscal year/period2";"Int. Sales Group";"Int. Sales Group2";"Int. Sales office";"Int. Sales office2";"Key Industry";"Key Industry2";"Leg transp. Chain";"Leg transp. Chain2";"Loading Country";"Loading Country2";"Loading location";"Loading location2";"Marketing Customer ship-to";"Marketing Customer ship-to2";"Marketing Customer sold-to";"Marketing Customer sold-to2";"Marketing Level 0";"Marketing Level 02";"Marketing Level 1";"Marketing Level 12";"Marketing Level 2";"Marketing Level 22";"Marketing Level 3";"Marketing Level 32";"Marketing Level 4";"Marketing Level 42";"Material";"Material2";"Mode of transport";"Mode of transport2";"Net due date";"PH3 Cluster";"PH3 Cluster2";"Plan. goods is. date";"Plant";"Plant2";"Posting date";"Prod.Hier.1";"Prod.Hier.12";"Prod.Hier.2";"Prod.Hier.22";"Prod.Hier.3";"Prod.Hier.32";"Prod.Hier.4";"Prod.Hier.42";"Prod.Hier.5";"Prod.Hier.52";"Prod.Hier.6";"Prod.Hier.62";"Prod.Hier.622";"Prod.Hier.6222";"Produced Material";"Produced Material2";"Region ship-to";"Region ship-to2";"Region sold-to";"Region sold-to2";"Reporting Unit  book";"Reporting Unit  book2";"Risk Class";"Risk Class2";"Risk category";"Risk category2";"SBE";"SBE2";"Sales Organization";"Sales Organization2";"Ship-to";"Ship-to2";"ShipTo State/ Province";"ShipTo State/ Province2";"Sold-to";"Sold-to2";"SoldTo State/ Province";"SoldTo State/ Province2";"Subregion ship-to";"Subregion ship-to2";"Subregion sold-to";"Subregion sold-to2";"T3 Arr. Date planned";"T3 Arr. date actual";"T3 Loading Loc. ROI";"T3 Loading Loc. ROI2";"T3 SH Shipper";"T3 SH Shipper2";"TM Destin. Location";"TM Destin. Location2";"Unpacked good";"Unpacked good2";"KPI AR-KeyDate: Amount in EUR";"KPI AR-KeyDate: Counter";"KPI AR-KeyDate: Net Value of Billing Item (DC)";"KPI AR-KeyDate: Weighted WoC Target days";"KPI AR-KeyDate: Weighted target days";"KPI AR-PM: Amount EUR";"KPI AR-PM: Counter";"KPI AR-PM: Diff WoC Target";"KPI AR-PM: EDO (Effective Days Outstanding)";"KPI AR-PM: Performance Days";"KPI AR-PM: Posting Days";"KPI AR-PM: Weighted WoC Target days";"KPI AR-PM: Weighted days late";"KPI AR-PM: Weighted performance";"KPI AR-PM: Weighted target days";"KPI COPA: Gross Sales Qty";"KPI COPA: Gross sales";"KPI COPA: Net proceeds";"KPI COPA: Net sales";"KPI COPA: Sales adjustments";"KPI COPA: Sales deductions";"KPI COSMOS: Consolidated Marginal Income 2a";"KPI COSMOS: Consolidated Marginal Income I";"KPI COSMOS: Gross Sales";"KPI COSMOS: Gross Sales Qty (in+ex)";"KPI COSMOS: Net Proceeds";"KPI COSMOS: Net Sales";"KPI COSMOS: Product Costs  Var.";"KPI COSMOS: Sales Adjustments";"KPI COSMOS: Sales Deductions";"KPI COSMOS: Total Manufacturing Costs  Fix";"KPI OTIF: # OT not in full";"KPI OTIF: # OTIF";"KPI OTIF: # late GI";"KPI OTIF: # late IF";"KPI OTIF: # late NIF";"KPI OTIF: # late create";"KPI OTIF: # late transport";"KPI OTIF: # not in full";"KPI OTIF: # on time";"KPI OTIF: # total deliveries";"KPI OTIF: # total late";"KPI OTIF: # total late+OT NIF";"KPI OTIF: 1. Agreed quantity KG";"KPI OTIF: Delivery Quantity KG";"KPI OTIF: Overdelivery KG";"KPI OTIF: Qty deviation KG";"KPI OTIF: Underdelivery KG";"KPI Sales: Delivery Quantity KG";"KPI Sales: Net value deliv. DC";"KPI Sales: Net value delivery EUR"
"AR-PM";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"O";"Non core others";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75032";"IC General Industry";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"#";"Not assigned";"73";"EP";"001.2026";"001.2026";"LH1";"CHEYO";"B220";"Western Europe";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"136";"EP MOB Lighting";"A385";"EP MOB Lighting";"56843799";"M.2405C         901510   MAS048   BK150W";"";"";"02.03.2026";"73060";"EP Resins";"";"IKKU";"PRD EP  CPD FLG";"27.01.2026";"73";"EP";"31";"RESINS";"626";"MAKROLON FOR IM - DR";"903";"IM DS OPAQUE";"#";"73/31/626/903/Not as";"#";"73/31/626/903/Not as";"";"";"598116";"M.2405C         901510   MAS048";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"598116";"M.2405C         901510   MAS048";"";"";"";"";"";"66173,85";"1,000";"11";"26,00";"26,00";"0,00";"992607,75";"-264695,40";"1720,52";"1985215,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"C";"Core external market";"US";"USA";"US";"USA";"";"21";"ELA";"201";"SCPU Elastomers";"72010";"ELA SCPU Others";"D01";"DIR-Direct";"#";"Not assigned";"";"B8QA";"PRD CA  ISOCYANATES";"";"";"";"BMSPL";"BMS PLANT";"";"";"004.2026";"004.2026";"599";"SALESGROUP GLOBAL";"I120";"COV in.Priv.Ltd.";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"1677180";"MONDUR TD 80 GRADE A     0000,00 KG T001";"";"";"";"#";"Not assigned";"";"B8QA";"PRD CA  ISOCYANATES";"26.04.2026";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"904546";"Covestro LLC";"US PA";"Pennsylvania";"904546";"Covestro LLC";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5289033";"MONDUR TD 80 GRADE A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6655,560";"87587,17";"80104,82";"83690,04";"3585,22";"3897,13";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-PM";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"CN";"PR of China";"CN";"PR of China";"";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"D01";"DIR-Direct";"#";"Not assigned";"";"";"";"";"";"";"BMSPL";"BMS PLANT";"70";"PM";"009.2025";"009.2025";"599";"SALESGROUP GLOBAL";"B220";"Western Europe";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"081";"PM Flex Foam EMEA";"E102";"PM Flex. Slabstock";"2375501";"ARCOL POLYOL 1107        0000,00 KG T01";"";"";"13.10.2025";"70540";"SPET";"";"IKKU";"PRD EP  CPD FLG";"10.09.2025";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"";"";"5558646";"PET 1107";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"Not assigned";"Not assigned";"";"";"31";"EP";"B820";"COV Polymers (China)";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5484758";"ARCOL POLYOL 1107";"";"";"";"";"";"44210,50";"1,000";"0";"15,00";"15,00";"0,00";"663157,50";"-663157,50";"663,16";"1326315,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"20.05.2026";"";"";"1554";"Covestro Polymers (C";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"#";"Not assigned";"#";"#";"#";"#";"D03";"DIR-LT Long Tail (direct)";"#";"Not assigned";"";"ORY1";"DCRP TOTAL DIST COLU";"";"";"128,93";"BMSPL";"BMS PLANT";"";"";"005.2026";"005.2026";"599";"SALESGROUP GLOBAL";"IN01";"COV India";"16";"Trader / Co-Producer";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"A70";"PM Sales APAC";"730";"PM RPM APAC";"096";"PM RPM ISO APAC";"A300";"PM Transfer ISO";"241990";"DESMODUR T 80            0250,00 KG B13";"";"";"";"70520";"STDI";"";"ORY1";"DCRP TOTAL DIST COLU";"";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"#";"Not assigned";"#";"Not assigned";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14664,87";"15320,20";"44467,18";"5715,576";"42285,11";"41834,08";"26964,91";"-451,03";"2633,10";"4253,20";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sales";"03.08.2025";"03.08.2025";"";"";"";"";"";"";"";"P";"Core coproducer";"CN";"PR of China";"CN";"PR of China";"02.08.2025";"72";"CA Flagship";"722";"CA IC";"75021";"IC Furniture";"D01";"DIR-Direct";"#";"Not assigned";"04.08.2025";"IKKU";"PRD EP  CPD FLG";"EUR";"Euro";"";"";"";"";"";"";"";"";"";"B220";"Western Europe";"05";"Wood & Furniture";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"N70";"PM Sales NA";"540";"PM TC SF/AS (TDI+)";"083";"PM Flex Foam NA";"N002";"PM Slabstock Foam";"2373401";"ARCOL POLYOL F-3040      0000,00 KG R001";"";"";"";"#";"Not assigned";"02.08.2025";"IKKU";"PRD EP  CPD FLG";"";"70";"PM";"06";"PET PM";"200";"PET LONG-CHAINED";"201";"BASE POLYETHER LONG-";"#";"70/06/200/201/Not as";"#";"70/06/200/201/Not as";"86033925";"DP.9390AU       000000   DPS650";"5672708";"PET F-3040";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"3604521";"Covestro (Shanghai) Investment";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"5493978";"ARCOL POLYOL F-3040";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"21754,410";"167073,87";"167766,58"
"COPA";"";"";"73";"EP";"";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"IT";"Italy";"IT";"Italy";"";"72";"CA Flagship";"722";"CA IC";"75032";"IC General Industry";"I08";"IN-PLA TransPlant";"#";"Not assigned";"";"B8QA";"PRD CA  ISOCYANATES";"";"";"";"#";"Not assigned";"";"";"001.2025";"001.2025";"599";"SALESGROUP GLOBAL";"VN01";"COV Vietnam";"02";"Construction";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"70";"PM";"E70";"PM Sales EMLA";"520";"PM TC CON/OTH (MDI+)";"085";"PM Constr. Ins.EMEA";"E015";"PM Metal Panels Cont";"696114";"DESMODUR 44 V 70 L       0000,00 KG T01";"";"";"";"70630";"SMDI";"";"B8QA";"PRD CA  ISOCYANATES";"08.01.2025";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"910023";"Covestro s.r.l.";"IT BG";"Bergamo";"910023";"Covestro s.r.l.";"IT BG";"Bergamo";"R11";"WEST EUROPE";"R11";"WEST EUROPE";"";"";"";"";"";"";"";"";"4383729";"DESMODUR 44 V 70 L";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"300,696";"2751,37";"2441,48";"2543,10";"101,63";"208,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"P";"Core coproducer";"US";"USA";"US";"USA";"";"50";"PM PC Resin";"518";"PM Resins";"70191";"PM Water Bottle";"D03";"DIR-LT Long Tail (direct)";"1299";"PM Others/non core";"";"B8KA";"PRD PM  WS CAO";"";"";"";"#";"Not assigned";"";"";"005.2026";"005.2026";"599";"SALESGROUP GLOBAL";"VN01";"COV Vietnam";"01";"Automotive";"";"";"";"";"";"";"2090571";"Covestro AG";"2090571";"Covestro AG";"73";"EP";"M73";"EP Mobility";"306";"EP Mobility";"142";"EP MOB INT";"A386";"EP MOB INT";"85607880";"B.T65XF         901510            BE100W";"";"";"";"73060";"EP Resins";"";"B8KA";"PRD PM  WS CAO";"28.05.2026";"73";"EP";"31";"RESINS";"414";"BAYBLEND T / GV";"775";"BAYBLEND T XF";"#";"73/31/414/775/Not as";"#";"73/31/414/775/Not as";"";"";"6566510";"B.T65XF         901510";"R2";"NA";"R2";"NA";"050";"PRD";"";"";"";"";"52";"PRD";"DF20";"Covestro (Foshan)";"7681258";"Plant ORY1";"US OH";"Ohio";"7681258";"Plant ORY1";"US OH";"Ohio";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"6566510";"B.T65XF         901510";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"9549,528";"129873,58";"126002,54";"127049,32";"1046,77";"2824,27";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"0422";"Covestro (Thailand)";"N";"Non core tolling";"CZ";"Czech Republic";"CZ";"Czech Republic";"";"01";"EP Mobility";"301";"EP Mobility";"73061";"EP MOB Lighting";"D01";"DIR-Direct";"3146";"EP Hella";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"";"#";"Not assigned";"";"";"003.2025";"003.2025";"599";"SALESGROUP GLOBAL";"TH01";"Covestro Thailand";"12";"Chemical";"";"";"";"";"";"";"11322077";"Forvia SE";"11322077";"Forvia SE";"70";"PM";"N70";"PM Sales NA";"761";"PM RPM BC NA";"650";"PM IBC US/CAN  NA";"N006";"PM Ind. Operation";"2924726";"MURIATIC ACID 36%        0000,00 KG R001";"";"";"";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"23.03.2025";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"101";"HYDROCLORICACID";"834";"HYDROCLORICACID 36%";"#";"76/61/101/834/Not as";"#";"76/61/101/834/Not as";"";"";"5213193";"MURIATIC ACID 36%";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"TH20";"COV (Thailand) Ltd.";"7356710";"HELLA AUTOTECHNIK NOVA s.r.o.";"CZ";"CZ/Not assigned";"7356710";"HELLA AUTOTECHNIK NOVA s.r.o.";"CZ";"CZ/Not assigned";"R12";"EEMEA";"R12";"EEMEA";"";"";"";"";"";"";"";"";"5213193";"MURIATIC ACID 36%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"626,403";"8299,84";"8128,89";"8150,72";"21,84";"149,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COPA";"";"";"73";"EP";"";"";"";"1705";"Covestro Guangzhou/C";"C";"Core external market";"CN";"PR of China";"CN";"PR of China";"";"50";"PM PC Resin";"518";"PM Resins";"70170";"PM Resin Others";"D01";"DIR-Direct";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"";"";"";"#";"Not assigned";"";"";"001.2025";"001.2025";"LH1";"CHEYO";"KR01";"COV Korea";"12";"Chemical";"";"";"";"";"";"";"3924587";"Plant NLB6";"3924587";"Plant NLB6";"70";"PM";"N70";"PM Sales NA";"761";"PM RPM BC NA";"650";"PM IBC US/CAN  NA";"N608";"PM Baytown Caustic";"2818640";"SODIUM HYDRXD 50%NON NSF 0000,00 KG T001";"";"";"";"#";"Not assigned";"";"IKKU";"PRD EP  CPD FLG";"26.01.2025";"76";"BASIC CHEMICALS";"61";"BASIC CHEMICALS";"096";"SODIUMHYDROXIDE";"573";"SODIUMHYD.SOL.50%";"#";"76/61/096/573/Not as";"#";"76/61/096/573/Not as";"";"";"5594561";"LIQUID CAUSTIC SODA 50%";"R3";"APAC";"R3";"APAC";"060";"EP Resins";"";"";"";"";"31";"EP";"4A20";"COV Guangzhou Ltd";"3924587";"Plant NLB6";"CN 020";"Shanghai";"3924587";"Plant NLB6";"CN 020";"Shanghai";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"";"";"";"";"";"";"";"";"85314522";"SODIUM HYDROXIDE SOL 50% NON NSF";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14075,876";"104865,28";"97380,79";"96665,23";"-715,55";"8200,04";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"06.03.2025";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"US";"USA";"US";"USA";"";"53";"PM Others";"514";"PM Others";"70144";"PM Independent SH";"I01";"IN-DIS Distributor";"1260";"PM ISH";"";"#";"Not assigned";"";"";"924,56";"#";"Not assigned";"";"";"003.2025";"003.2025";"599";"SALESGROUP GLOBAL";"TW03";"COV Taiwan domestic";"03";"Electrica/Electronic";"";"";"";"";"";"";"3425332";"Carlisle Companies Incorporated";"3425332";"Carlisle Companies Incorporated";"73";"EP";"E73";"EP EE";"308";"EP DIS";"127";"EP DIS Electrical";"E279";"EP DIS Electrical";"80679158";"M.2805P CN      550115            BK150W";"";"";"";"73060";"EP Resins";"";"#";"Not assigned";"";"73";"EP";"31";"RESINS";"625";"MAKROLON FOR IM - WE";"921";"IM WS EP 22/32 VISCO";"#";"73/31/625/921/Not as";"#";"73/31/625/921/Not as";"";"";"944936";"M.2805P CN      550115";"R2";"NA";"R2";"NA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"11267987";"Accella Polyurethane Systems, LLC";"US PA";"Pennsylvania";"11267987";"Accella Polyurethane Systems, LLC";"US PA";"Pennsylvania";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"944936";"M.2805P CN      550115";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"40104,42";"40320,28";"110659,66";"16107,665";"106361,86";"104995,90";"66041,58";"-1365,97";"5663,76";"23098,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AR-KeyDate";"";"";"75";"CA";"";"";"";"1175";"Covestro Resins(Fosh";"C";"Core external market";"MX";"Mexico";"MX";"Mexico";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"THAB";"PRD EP  CPD MTP THAB";"";"";"";"#";"Not assigned";"70";"PM";"004.2026";"004.2026";"599";"SALESGROUP GLOBAL";"";"";"05";"Wood & Furniture";"";"";"";"";"";"";"11249558";"Plant MXQR";"11249558";"Plant MXQR";"70";"PM";"E70";"PM Sales EMLA";"515";"PM TC SF/AS (TDI+)";"081";"PM Flex Foam EMEA";"E102";"PM Flex. Slabstock";"241990";"DESMODUR T 80            0250,00 KG B13";"";"";"26.07.2026";"70520";"STDI";"";"THAB";"PRD EP  CPD MTP THAB";"28.04.2026";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"409448";"TDI T 80";"R2";"NA";"R2";"NA";"050";"PRD";"3";"Medium default risk";"G001/#";"G001/Not assigned";"52";"PRD";"DF20";"Covestro (Foshan)";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"11249558";"Plant MXQR";"MX QUE";"Queretaro";"R21";"NA";"R21";"NA";"";"";"";"";"";"";"";"";"5213312";"DESMODUR T 80";"119922,96";"2,000";"121472,23";"1798844,40";"10793066,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"COSMOS";"";"";"73";"EP";"05.07.2026";"";"";"1554";"Covestro Polymers (C";"O";"Non core others";"SK";"Slovakia";"SK";"Slovakia";"";"01";"EP Mobility";"301";"EP Mobility";"73061";"EP MOB Lighting";"D01";"DIR-Direct";"3146";"EP Hella";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"";"124,12";"#";"Not assigned";"";"";"007.2026";"007.2026";"599";"SALESGROUP GLOBAL";"TH01";"Covestro Thailand";"15";"Other Industries";"";"";"";"";"";"";"11322077";"Forvia SE";"11322077";"Forvia SE";"70";"PM";"A70";"PM Sales APAC";"521";"PM TC CON/OTH (MDI+)";"046";"PM Others APAC";"A956";"PM New Custo. APAC";"2536122";"DESMODUR 44 V 20 L       0250,00 KG B13";"";"";"";"70630";"SMDI";"";"B8AA";"PRD PM  MDI TRAIN CA";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"4203380";"MDI 44 V 20 L";"R1";"EMEA";"R1";"EMEA";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"3981934";"HELLA Slovakia Lighting s.r.o.";"SK";"SK/Not assigned";"3981934";"HELLA Slovakia Lighting s.r.o.";"SK";"SK/Not assigned";"R12";"EEMEA";"R12";"EEMEA";"";"";"";"";"";"";"";"";"5596408";"DESMODUR 44 V 20 L";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"18647,51";"17343,74";"43986,63";"6809,076";"42987,72";"42534,06";"25643,98";"-453,66";"1452,57";"6321,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"OTIF";"03.09.2025";"";"";"";"";"7095981";"BDP ASIA-PACIFIC LTD";"";"";"B";"Non core basic chem.";"CN";"PR of China";"CN";"PR of China";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"B8KB";"PRD EP  CPD CAO B8KB";"";"";"";"";"";"";"";"";"";"";"";"SHE1";"COV Shenzhen";"02";"Construction";"#";"#";"CN";"PR of China";"CN/CN_B833";"SCAC FG Shipping";"11491734";"PLANT 1SU1";"11491734";"PLANT 1SU1";"70";"PM";"N70";"PM Sales NA";"541";"PM TC CON/OTH (MDI+)";"086";"PM Rigid Foam NA";"N016";"PM Poly-ISO";"1677369";"MONDUR 489               0000,00 KG R001";"10";"Sea";"";"#";"Not assigned";"";"B8KB";"PRD EP  CPD CAO B8KB";"";"70";"PM";"04";"MDI PM";"100";"MDI PM POLYMER";"172";"pMDI";"#";"70/04/100/172/Not as";"#";"70/04/100/172/Not as";"";"";"5637295";"MDI 44 V 70 L";"R3";"APAC";"R3";"APAC";"";"";"";"";"";"";"";"";"";"";"11491734";"PLANT 1SU1";"CN 130";"Zhejiang";"11491734";"PLANT 1SU1";"CN 130";"Zhejiang";"R32";"GREATER CHINA";"R32";"GREATER CHINA";"10.09.2025";"09.09.2025";"CN CN_B833";"SCAC FG Shipping";"#";"#";"CNSHA";"Shanghai";"5289068";"MONDUR 489";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,000";"1,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"1,000";"1,000";"0,000";"0,000";"12685,000";"12685,000";"0,000";"0,000";"-0,000";"";"";""
"COSMOS";"";"";"73";"EP";"05.07.2026";"";"";"1554";"Covestro Polymers (C";"T";"Core tolling";"#";"Not assigned";"#";"Not assigned";"";"#";"Not assigned";"#";"#";"#";"#";"D01";"DIR-Direct";"#";"Not assigned";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"";"348,16";"BMSPL";"BMS PLANT";"";"";"007.2026";"007.2026";"599";"SALESGROUP GLOBAL";"IN01";"COV India";"05";"Wood & Furniture";"";"";"";"";"";"";"#";"Not assigned";"#";"Not assigned";"70";"PM";"A70";"PM Sales APAC";"531";"PM TC SF/AS (TDI+)";"075";"PM Flex Foam APAC";"A902";"PM Furnit FF Slabsto";"83362651";"DESMODUR T 80-CN         0250,00 KG B13";"";"";"";"70520";"STDI";"";"4AAB";"PRD EP  CPD GUA 4AAB";"";"70";"PM";"05";"TDI PM";"140";"TDI T 80";"191";"TDI T 80";"#";"70/05/140/191/Not as";"#";"70/05/140/191/Not as";"";"";"83331209";"TDI T 80 CN";"#";"Not assigned";"#";"Not assigned";"060";"EP Resins";"";"";"";"";"31";"EP";"B820";"COV Polymers (China)";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"#";"Not assigned";"";"";"";"";"";"";"";"";"6362338";"DESMODUR T 80-CN";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"44832,08";"40652,59";"129688,69";"16669,498";"113889,31";"119764,19";"73236,72";"5874,88";"9924,50";"8760,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
